TITLE	Azo-Br-0min
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	25/07/04
TIME	15:17:27
SPECTROMETER/DATA SYSTEM	
LOCALE	1041
RESOLUTION	
DELTAX	-0.2
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	  650.0000
LASTX	  300.0000
NPOINTS	    1751
FIRSTY	    -0.00028
MAXY	     0.38715
MINY	    -0.00036
XYDATA
506.2000	0.00952019
506.0000	0.0096003
505.8000	0.0096813
505.6000	0.00972201
505.4000	0.00979615
505.2000	0.00988343
505.0000	0.00996318
504.8000	0.01002
504.6000	0.0101019
504.4000	0.0101879
504.2000	0.0101746
504.0000	0.0102536
503.8000	0.010392
503.6000	0.0104717
503.4000	0.0105484
503.2000	0.0106049
503.0000	0.010671
502.8000	0.0107172
502.6000	0.0107966
502.4000	0.0109147
502.2000	0.0110085
502.0000	0.0111043
501.8000	0.0111585
501.6000	0.0112342
501.4000	0.011276
501.2000	0.0113098
501.0000	0.0113836
500.8000	0.0114441
500.6000	0.0115197
500.4000	0.0116449
500.2000	0.0117799
500.0000	0.0119306
499.8000	0.011995
499.6000	0.0120132
499.4000	0.0120672
499.2000	0.0121306
499.0000	0.0122114
498.8000	0.0123707
498.6000	0.0124904
498.4000	0.0125126
498.2000	0.0125232
498.0000	0.0126039
497.8000	0.0127283
497.6000	0.0127955
497.4000	0.0128207
497.2000	0.012909
497.0000	0.0130232
496.8000	0.0131185
496.6000	0.0131452
496.4000	0.0132242
496.2000	0.0134252
496.0000	0.0135026
495.8000	0.0134868
495.6000	0.0135691
495.4000	0.0137136
495.2000	0.0138112
495.0000	0.0139104
494.8000	0.0140156
494.6000	0.0140716
494.4000	0.0141814
494.2000	0.0141854
494.0000	0.0142049
493.8000	0.0143608
493.6000	0.0145034
493.4000	0.0146064
493.2000	0.0146798
493.0000	0.0147919
492.8000	0.0148278
492.6000	0.014874
492.4000	0.0150015
492.2000	0.0150408
492.0000	0.0151345
491.8000	0.0152711
491.6000	0.015361
491.4000	0.0154143
491.2000	0.0154431
491.0000	0.0156107
490.8000	0.0157496
490.6000	0.0158962
490.4000	0.0159637
490.2000	0.0159183
490.0000	0.0160414
